Order,Account,Created Date,Item
SO-0017968,CU 0100129,4/3/09,
,,,501001
,,,109001
SO-0017969,CU 0101113,4/3/09,
,,,501001
SO-0017970,CU 0100467,4/3/09,
,,,404001
SO-0017971,CU 0104887,4/3/09,
,,,403001
,,,401001Y
SO-0017972,CU 0104889,4/3/09,
,,,101001
,,,603001
,,,403001
,,,302001
,,,101137
,,,602020
,,,309007
,,,502006SM
,,,501001
,,,101208
SO-0017973,CU 0103378,4/3/09,
,,,401001Y
SO-0017974,CU 0104875,4/3/09,
,,,403001
,,,401001Y
SO-0017976,CU 0104891,4/5/09,
,,,101001
,,,603001
,,,302001
,,,301001
,,,502001
,,,403001
,,,501001
,,,502005
,,,502006SM
,,,804003
,,,804004
,,,602018
,,,404001
,,,601007
,,,602020
,,,309001
,,,309002
,,,601003L
,,,601003R
,,,602016
,,,602012
,,,602008
,,,602010
,,,601006
,,,601002
,,,101208
,,,101137
,,,602019
,,,804011
,,,804010
SO-0017978,CU 0104189,4/3/09,
,,,903002
SO-0017979,CU 0104890,4/3/09,
,,,101001
,,,403001
,,,302001
,,,501001
,,,502001
,,,502005
,,,509007
,,,309002
,,,409110
,,,804011
,,,101137
SO-0017980,CU 0100809,4/3/09,
,,,404001
,,,502006
,,,601006
,,,602020
,,,109002
,,,101135
SO-0017981,CU 0101025,4/3/09,
,,,501002
,,,309008
SO-0017982,CU 0100602,4/4/09,
,,,101121
,,,140-0002
,,,101168
,,,101150
,,,109014
,,,109009
,,,140-0049
,,,140-000023
,,,140-000015
,,,140-0028
,,,109012
,,,309005
,,,109010
,,,140-0014
,,,109015
,,,109011
,,,101113
,,,101108
,,,101130
,,,101110
,,,101128
,,,101109
,,,101112
,,,302102
,,,302103
,,,101107
SO-0017983,CU 0104451,4/4/09,
,,,601005
,,,601019
,,,601018
,,,601017
,,,602008
SO-0017984,CU 0103834,4/4/09,
,,,502006XL
,,,309001
,,,309003
,,,101208
,,,602016
,,,602012
,,,602017
,,,804011
,,,509002
,,,309002
SO-0017985,CU 0102462,4/4/09,
,,,502006SM
SO-0017986,CU 0104891,4/5/09,
,,,101001
,,,101001
,,,603001
,,,302001
,,,301001
,,,502001
,,,403001
,,,502006SM
,,,502005
,,,501001
,,,804003
,,,804004
,,,602018
,,,404001
,,,601007
,,,602020
,,,309001
,,,309002
,,,601003L
,,,601003R
,,,602016
,,,602012
,,,602008
,,,602010
,,,601006
,,,601002
,,,101208
,,,101137
,,,602019
,,,804011
,,,804010
SO-0017987,CU 0104778,4/6/09,
,,,903002
,,,602012
,,,602010
,,,601005
,,,302002
,,,501001
,,,509002
SO-0017988,CU 0104848,4/6/09,
,,,402002
,,,404001
,,,404002
,,,409106
,,,603001
,,,804004
,,,309003
,,,602012
,,,601003L
,,,602008
,,,601006
,,,601002
,,,604001
,,,602021
,,,101137
,,,804011
,,,602010
SO-0017989,CU 0104734,4/6/09,
,,,602019
,,,601003L
,,,509002
SO-0017990,CU 0101009,4/6/09,
,,,601015
,,,601016
,,,601014
SO-0017991,CU 0104892,4/6/09,
,,,903002
,,,902007
SO-0017992,CU 0104601,4/6/09,
,,,509002
SO-0017993,CU 0101159,4/6/09,
,,,601015
,,,601014
,,,804015
,,,601002
SO-0017994,CU 0102113,4/6/09,
,,,404001
SO-0017995,CU 0104645,4/6/09,
,,,402001
,,,409106
SO-0017996,CU 0103586,4/6/09,
,,,109001
,,,603001
,,,601003L
,,,309003
,,,604001
,,,604002
,,,601004
,,,601008
,,,402002
,,,301001
SO-0017997,CU 0103586,4/6/09,
,,,403001
SO-0017998,CU 0104826,4/6/09,
,,,309001
,,,309003
SO-0017999,CU 0101114,4/6/09,
,,,602016
,,,601002
SO-0018000,CU 0104875,4/6/09,
,,,603001
,,,302002
,,,402001
SO-0018001,CU 0104544,4/6/09,
SO-0018002,CU 0100914,4/6/09,
,,,309002
SO-0018003,CU 0101619,4/6/09,
,,,804004
SO-0018004,CU 0103897,4/6/09,
,,,501001
,,,804011
,,,502006
,,,301001
,,,604002
,,,309002
SO-0018005,CU 0101159,4/6/09,
,,,401001Y
SO-0018006,CU 0101900,4/6/09,
,,,401001Y
SO-0018007,CU 0102839,4/6/09,
,,,401001Y
SO-0018008,CU 0104830,4/6/09,
,,,501001
SO-0018009,CU 0104707,4/6/09,
,,,804010
SO-0018010,CU 0103395,4/6/09,
,,,604002
SO-0018011,CU 0102519,4/6/09,
,,,604002
,,,601016
,,,601014
SO-0018012,CU 0104893,4/6/09,
,,,101001
,,,101001
,,,603001
,,,202001
,,,202003
,,,302001
,,,502001
,,,501001
,,,804011
,,,601003L
,,,804014
,,,604002
,,,601014
,,,509002
,,,502005
,,,602012
,,,101135
,,,109002
,,,301001
SO-0018013,CU 0100815,4/6/09,
,,,309004
,,,101165
,,,101164
SO-0018014,CU 0104613,4/6/09,
,,,101135
,,,109002
SO-0018015,CU 0104894,4/6/09,
,,,101001
,,,101208
,,,804011
,,,309003
,,,201101
,,,602010
,,,101135
,,,109002
,,,601002
,,,101137
,,,804010
,,,502001
,,,502005
,,,501001
,,,509002
,,,601003L
,,,302001
,,,202002
,,,602020
,,,601012
SO-0018016,CU 0104895,4/6/09,
,,,501002
,,,509007
SO-0018017,CU 0104488,4/6/09,
,,,401001Y
SO-0018018,CU 0100669,4/6/09,
,,,202001
,,,404002
,,,509002
,,,309001
SO-0018019,CU 0104896,4/6/09,
,,,101135
SO-0018020,CU 0104143,4/6/09,
,,,404001
SO-0018021,CU 0102761,4/6/09,
,,,501001
SO-0018023,CU 0103698,4/7/09,
,,,601019
SO-0018024,CU 0104897,4/7/09,
,,,902018
,,,902019
SO-0018025,CU 0101483,4/7/09,
,,,101135
,,,109002
,,,302002
SO-0018026,CU 0104898,4/7/09,
,,,101135
SO-0018027,CU 0101415,4/7/09,
,,,501001
,,,309001
,,,109001
,,,509007
,,,602008
,,,602010
,,,109008
,,,903002
,,,901002
,,,901001
,,,502006XL
,,,602022
SO-0018028,CU 0101717,4/7/09,
,,,202003
,,,NI4060
SO-0018029,CU 0104807,4/7/09,
,,,804010
SO-0018030,CU 0102052,4/7/09,
,,,804010
,,,NI4060
SO-0018031,CU 0104501,4/7/09,
,,,804010
SO-0018032,CU 0103212,4/7/09,
,,,402002
,,,903002
SO-0018033,CU 0102215,4/7/09,
,,,509002
SO-0018034,CU 0102247,4/7/09,
,,,409110
,,,109001
SO-0018035,CU 0104899,4/7/09,
,,,101001
,,,302001
,,,301001
,,,502001
,,,403001
,,,401001Y
,,,502006SM
,,,502006XL
,,,804015
,,,602016
,,,602012
,,,602010
,,,601002
,,,402002
SO-0018038,CU 0104084,4/7/09,
,,,302002
,,,309002
,,,309007
,,,501001
,,,509002
,,,502006XL
SO-0018039,CU 0102444,4/7/09,
,,,509002
,,,309002
SO-0018040,CU 0101580,4/7/09,
,,,404001
SO-0018041,CU 0100822,4/7/09,
,,,501001
,,,902052
,,,902023
SO-0018042,CU 0102215,4/7/09,
,,,301001
SO-0018043,CU 0101415,4/7/09,
,,,403001
SO-0018044,CU 0103472,4/7/09,
,,,309001
,,,502005
SO-0018045,CU 0102368,4/7/09,
,,,804026
SO-0018046,CU 0104900,4/7/09,
,,,101001
,,,603001
,,,302001
,,,502001
,,,502006XL
,,,502006SM
,,,601003L
,,,601006
,,,601002
,,,101208
,,,101137
,,,601004
,,,601005
,,,602012
,,,602010
,,,602020
SO-0018047,CU 0100975,4/7/09,
,,,502006SM
SO-0018048,CU 0104901,4/7/09,
,,,101001
SO-0018049,CU 0104893,4/7/09,
,,,403001
SO-0018050,CU 0103834,4/7/09,
,,,501002
SO-0018051,CU 0104143,4/7/09,
,,,403001
SO-0018052,CU 0100169,4/7/09,
,,,604001
,,,604001
,,,604001
SO-0018053,CU 0104902,4/7/09,
,,,101001
,,,603001
,,,502001
,,,502006SM
,,,601004
,,,602010
,,,602012
SO-0018054,CU 0101987,4/8/09,
,,,601003L
,,,602010
,,,601002
,,,601006
,,,601004
SO-0018055,CU 0104018,4/8/09,
,,,309004
,,,309002
,,,409106
,,,601017
SO-0018056,CU 0102473,4/8/09,
,,,301001
SO-0018057,CU 0103861,4/8/09,
,,,502006XL
,,,601003L
,,,602010
,,,601014
,,,409110
SO-0018058,CU 0104451,4/8/09,
,,,601006
,,,601002
SO-0018059,CU 0104862,4/8/09,
,,,502005
SO-0018060,CU 0103351,4/8/09,
,,,309001
SO-0018061,CU 0104439,4/8/09,
,,,403001
SO-0018062,CU 0104822,4/8/09,
,,,804004
SO-0018063,CU 0103749,4/8/09,
,,,501001
,,,509002
SO-0018064,CU 0104894,4/8/09,
,,,403001
SO-0018065,CU 0104900,4/8/09,
,,,403001
,,,401001Y
SO-0018066,CU 0100764,4/8/09,
,,,309001
,,,509002
,,,402002
SO-0018067,CU 0102433,4/8/09,
,,,502006XL
,,,502006SM
,,,502008
SO-0018068,CU 0104903,4/8/09,
,,,101001
SO-0018069,CU 0104861,4/8/09,
,,,101001
,,,603001
,,,409106
,,,804010
,,,502001
,,,502006XL
,,,501001
,,,509007
,,,301001
,,,309004
,,,509003
,,,101135
,,,109002
,,,602008
,,,602012
,,,804011
,,,101208
,,,109001
,,,601002
,,,602021
,,,101137
,,,101164
,,,101165
,,,302002
,,,502005
,,,804004
,,,302001
,,,601003L
,,,202006
SO-0018070,CU 0103565,4/8/09,
,,,502005
,,,509002
SO-0018071,CU 0102308,4/8/09,
,,,501001
,,,509007
,,,509002
,,,301001
SO-0018072,CU 0104651,4/8/09,
,,,202002
SO-0018073,CU 0100635,4/8/09,
,,,203001
SO-0018074,CU 0101296,4/8/09,
,,,602022
SO-0018075,CU 0104650,4/8/09,
,,,101001
,,,CS1000
,,,CS1001
SO-0018076,CU 0104904,4/8/09,
,,,101001
,,,302002
,,,301001
,,,502001
,,,501001
,,,804013
,,,601004
,,,601008
,,,502006SM
,,,509002
,,,101135
,,,109002
,,,404001
SO-0018077,CU 0102421,4/8/09,
,,,101001
SO-0018078,CU 0102420,4/8/09,
,,,302001
,,,109002
,,,101135
SO-0018079,CU 0104650,4/8/09,
,,,401001Y
SO-0018080,CU 0100392,4/8/09,
,,,403001
SO-0018081,CU 0102645,4/8/09,
,,,602020
SO-0018082,CU 0100502,4/8/09,
,,,501001
SO-0018083,CU 0104862,4/8/09,
,,,502005
SO-0018084,CU 0104865,4/8/09,
SO-0018085,CU 0104846,4/8/09,
,,,401001Y
SO-0018086,CU 0103143,4/8/09,
,,,403001
,,,401001Y
SO-0018087,CU 0102762,4/8/09,
SO-0018088,CU 0104904,4/8/09,
,,,403001
SO-0018089,CU 0102762,4/8/09,
,,,501002
SO-0018090,CU 0104502,4/8/09,
,,,903001
,,,903002
SO-0018091,CU 0101684,4/8/09,
,,,502008
SO-0018092,CU 0100267,4/8/09,
,,,509002
,,,602022
,,,502008
SO-0018093,CU 0103907,4/8/09,
SO-0018094,CU 0104905,4/8/09,
,,,101001
,,,404002
,,,409110
,,,502001
,,,501001
,,,509007
,,,302001
,,,101208
,,,603001
,,,601003L
,,,602012
,,,602010
,,,101135
,,,109002
SO-0018095,CU 0100625,4/8/09,
,,,101001
,,,502001
,,,501001
,,,509002
,,,302002
,,,603001
,,,602012
,,,804011
,,,509003
,,,601002
,,,602010
,,,409106
,,,502006XL
,,,602008
,,,402002
SO-0018096,CU 0103974,4/8/09,
,,,502006
SO-0018097,CU 0101961,4/8/09,
,,,501001
,,,509002
SO-0018098,CU 0104523,4/8/09,
,,,502006
,,,401001Y
,,,804014
,,,602010
,,,601015
,,,903002
,,,602020
,,,501001
,,,901008
,,,602008
,,,402002
SO-0018099,CU 0104051,4/8/09,
,,,501001
,,,509002
,,,601017
SO-0018100,CU 0104699,4/9/09,
,,,509002
,,,602010
,,,109001
SO-0018101,CU 0104422,4/9/09,
,,,601006
,,,601002
,,,601005
,,,601003R
SO-0018102,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,502001
,,,502005
,,,502006
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,804018
,,,201101
,,,201103
,,,804005
,,,804006
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,109001
,,,101137
,,,101163
,,,101208
,,,602017
,,,602021
,,,602022
,,,804011
,,,804024
,,,409001
,,,409110
,,,509002
,,,509007
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018103,CU 0104830,4/9/09,
SO-0018104,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,502001
,,,502005
,,,502006
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,804018
,,,201101
,,,201103
,,,804005
,,,804006
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,109001
,,,101137
,,,101163
,,,101208
,,,602017
,,,602021
,,,602022
,,,804011
,,,804024
,,,409001
,,,409110
,,,509002
,,,509007
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018105,CU 0100602,4/9/09,
,,,404001
,,,602008
SO-0018106,CU 0104579,4/9/09,
,,,804014
,,,601005
,,,509002
,,,404002
SO-0018107,CU 0102475,4/9/09,
,,,509002
SO-0018108,CU 0104579,4/9/09,
SO-0018109,CU 0102094,4/9/09,
,,,101001
,,,301001
,,,302002
,,,309001
,,,309003
,,,603001
,,,604002
SO-0018110,CU 0103861,4/9/09,
,,,401001Y
SO-0018111,CU 0103834,4/9/09,
,,,403001
,,,401001Y
SO-0018112,CU 0104143,4/9/09,
,,,301001
SO-0018113,CU 0102831,4/9/09,
,,,502001
SO-0018114,CU 0104906,4/9/09,
,,,101001
,,,302002
,,,301001
,,,502001
,,,501001
,,,502005
,,,502006SM
,,,602010
,,,804011
,,,601004
,,,402002
,,,601002
,,,804015
,,,601006
SO-0018115,CU 0100323,4/9/09,
,,,101135
,,,109002
SO-0018116,CU 0103693,4/9/09,
,,,804026
,,,509002
SO-0018117,CU 0100733,4/9/09,
,,,502006XL
SO-0018118,CU 0104907,4/9/09,
,,,109002
,,,101135
SO-0018119,CU 0101101,4/9/09,
,,,601002
SO-0018120,CU 0104908,4/9/09,
,,,501001
,,,309003
,,,509007
,,,309001
,,,502006XL
SO-0018121,CU 0103188,4/9/09,
,,,404001
,,,502005
SO-0018122,CU 0104601,4/9/09,
,,,804015
,,,602018
,,,602012
,,,403001
,,,401001Y
,,,404001
,,,301001
,,,602010
SO-0018123,CU 0100706,4/9/09,
,,,101130
,,,302103
,,,101130
,,,302103
SO-0018124,CU 0104909,4/9/09,
,,,903002
,,,902005
SO-0018125,CU 0103864,4/9/09,
,,,403001
,,,401001Y
SO-0018126,CU 0100706,4/9/09,
,,,101130
,,,302103
SO-0018127,CU 0103907,4/9/09,
,,,403001
SO-0018128,CU 0103934,4/9/09,
,,,602008
,,,602010
SO-0018129,CU 0102682,4/9/09,
,,,804015
SO-0018130,CU 0101025,4/9/09,
,,,501002
SO-0018131,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,502001
,,,502005
,,,502006SM
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,201101
,,,201103
,,,804005
,,,804006
,,,804010
,,,804007
,,,804008
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,409106
,,,409110
,,,509002
,,,509007
,,,109008
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018132,CU 0103467,4/9/09,
,,,601003L
,,,509002
SO-0018133,CU 0104286,4/9/09,
,,,101163
SO-0018134,CU 0103467,4/9/09,
,,,401001Y
SO-0018135,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,502001
,,,502005
,,,502006SM
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,201101
,,,201103
,,,804005
,,,804006
,,,804010
,,,804007
,,,804008
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,409106
,,,409110
,,,509002
,,,509007
,,,109008
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018136,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,501002
,,,502001
,,,502005
,,,502006SM
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,201101
,,,201103
,,,804005
,,,804006
,,,804010
,,,804007
,,,804008
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,409106
,,,409110
,,,509002
,,,509007
,,,109008
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018137,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,301001
,,,302002
,,,604001
,,,604002
,,,501001
,,,501002
,,,502001
,,,502006XL
,,,202001
,,,804004
,,,804003
,,,601003L
,,,601003R
,,,602008
,,,602010
,,,603001
,,,101137
,,,602017
,,,602021
,,,509002
,,,309001
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018138,CU 0103311,4/9/09,
,,,509002
SO-0018139,CU 0100602,4/9/09,
,,,101001
,,,402002
,,,403001
,,,402001
,,,401001Y
,,,404001
,,,404002
,,,804015
,,,402003
,,,402004
,,,301001
,,,302001
,,,302002
,,,604001
,,,604002
,,,501001
,,,501002
,,,502001
,,,502005
,,,502006SM
,,,502008
,,,201001
,,,202003
,,,202005
,,,202002
,,,202004
,,,202001
,,,202006
,,,201007
,,,201008
,,,804004
,,,804003
,,,804012
,,,201101
,,,201103
,,,804005
,,,804006
,,,804010
,,,804007
,,,804008
,,,804009
,,,804019
,,,601002
,,,601003L
,,,601003R
,,,601004
,,,601005
,,,601006
,,,601007
,,,601008
,,,601012
,,,601014
,,,601015
,,,601016
,,,601017
,,,601018
,,,601019
,,,602008
,,,602009
,,,602010
,,,602011
,,,602012
,,,602016
,,,602018
,,,602019
,,,602020
,,,603001
,,,804013
,,,804026
,,,409106
,,,409110
,,,509002
,,,509007
,,,109008
,,,509003
,,,509005
,,,309001
,,,309008
,,,309004
,,,309003
,,,309007
,,,309002
,,,109002
,,,101135
SO-0018140,CU 0100844,4/9/09,
,,,501001
SO-0018141,CU 0103188,4/9/09,
,,,403001
,,,401001Y
SO-0018142,CU 0103851,4/9/09,
,,,601003L
,,,602012
,,,602010
,,,601002
,,,601006
SO-0018143,CU 0100414,4/9/09,
,,,202002
,,,202002
SO-0018144,CU 0104620,4/9/09,
,,,202002
SO-0018145,CU 0104620,4/9/09,
,,,302001
SO-0018146,CU 0104620,4/9/09,
SO-0018147,CU 0103176,4/10/09,
,,,509002
,,,309008
,,,309007
SO-0018148,CU 0104910,4/10/09,
,,,501001
SO-0018149,CU 0102394,4/10/09,
,,,301001
SO-0018150,CU 0101668,4/10/09,
,,,202003
SO-0018151,CU 0104911,4/10/09,
,,,101001
,,,804010
,,,502006SM
,,,302002
,,,301001
,,,402002
,,,603001
,,,502001
,,,804004
SO-0018152,CU 0104830,4/10/09,
,,,902003
,,,902005
SO-0018153,CU 0103318,4/10/09,
,,,502006XL
SO-0018154,CU 0100605,4/10/09,
,,,309001
,,,509002
SO-0018155,CU 0101717,4/10/09,
,,,109002
,,,101135
,,,404001
SO-0018156,CU 0101446,4/10/09,
,,,502008
,,,402003
SO-0018157,CU 0103844,4/10/09,
,,,601014
,,,601017
,,,302001
,,,601014
SO-0018158,CU 0102795,4/10/09,
,,,602022
SO-0018159,CU 0104913,4/10/09,
,,,804004
,,,402002
,,,404002
SO-0018160,CU 0104911,4/10/09,
,,,403001
SO-0018161,CU 0104913,4/10/09,
,,,502001
SO-0018162,CU 0100261,4/10/09,
,,,202001
,,,202001
SO-0018163,CU 0100604,4/10/09,
,,,202001
,,,202001
SO-0018164,CU 0100536,4/10/09,
,,,502006
,,,903001
,,,903002
SO-0018165,CU 0101936,4/10/09,
,,,403001
,,,401001Y
SO-0018166,CU 0103980,4/10/09,
,,,502001
SO-0018167,CU 0103668,4/10/09,
,,,902036
SO-0018168,CU 0104526,4/10/09,
SO-0018169,CU 0102829,4/10/09,
,,,302001
,,,404002
,,,409110
,,,402002
,,,309002
SO-0018170,CU 0103798,4/10/09,
,,,903002
,,,902017
,,,902017
,,,902019
,,,902018
SO-0018171,CU 0103415,4/10/09,
,,,309003
,,,602012
,,,409110
,,,601006
,,,601003L
,,,502006XL
,,,502006SM
SO-0018172,CU 0104771,4/11/09,
,,,804004
,,,502006SM
,,,509003
,,,509002
,,,509007
,,,602008
,,,602021
,,,601002
,,,602010
,,,604002
,,,604001
SO-0018173,CU 0104914,4/11/09,
,,,101001
,,,502001
SO-0018174,CU 0104915,4/11/09,
,,,902020
SO-0018175,CU 0104751,4/12/09,
,,,101001
,,,101001
,,,101001
,,,603001
,,,301001
,,,302001
,,,403001
,,,804015
,,,502001
,,,602012
,,,602010
,,,601004
,,,601006
,,,601002
,,,602008
,,,601003L
,,,602020
,,,101135
,,,109002
,,,109001
,,,502005
,,,501001
,,,509002
SO-0018176,CU 0103679,4/12/09,
,,,602012
,,,602010
,,,601004
SO-0018177,CU 0104916,4/12/09,
,,,101001
,,,603001
,,,302001
,,,501001
,,,502005
,,,502001
,,,804004
,,,509002
SO-0018178,CU 0104137,4/12/09,
,,,603001
,,,302002
,,,301001
,,,502001
,,,403001
,,,404001
,,,501001
,,,501002
,,,601003L
,,,602012
,,,602008
,,,602010
,,,601002
,,,602021
,,,101137
,,,602019
,,,101208
,,,601006
,,,601014
,,,601015
,,,601016
,,,901008
,,,109001
,,,509003
,,,509002
,,,509007
SO-0018179,CU 0104137,4/13/09,
SO-0018180,CU 0101430,4/13/09,
,,,509002
,,,604002
,,,409110
SO-0018181,CU 0102856,4/13/09,
,,,501001
SO-0018182,CU 0104917,4/13/09,
,,,804010
SO-0018183,CU 0100602,4/13/09,
,,,502005
,,,402002
,,,404002
,,,601002
,,,804011
,,,602020
SO-0018184,CU 0102450,4/13/09,
,,,502006XL
SO-0018185,CU 0103045,4/13/09,
SO-0018186,CU 0104918,4/13/09,
,,,602016
,,,602010
SO-0018187,CU 0103045,4/13/09,
,,,109001
SO-0018188,CU 0104829,4/13/09,
,,,403001
,,,101001
,,,509002
,,,603001
,,,502001
,,,404001
,,,804015
,,,602020
,,,601005
,,,601004
,,,602021
,,,101137
,,,602019
,,,309004
,,,309002
,,,804003
,,,902003
,,,101208
SO-0018189,CU 0100677,4/13/09,
,,,301001
,,,401001Y
SO-0018190,CU 0101430,4/13/09,
,,,401001Y
SO-0018191,CU 0103045,4/13/09,
SO-0018192,CU 0104916,4/13/09,
,,,403001
SO-0018193,CU 0100159,4/13/09,
,,,501001
SO-0018194,CU 0102688,4/13/09,
,,,602022
SO-0018195,CU 0104919,4/13/09,
,,,902004
SO-0018196,CU 0104905,4/13/09,
,,,401001Y
,,,403001
SO-0018197,CU 0104905,4/13/09,
,,,502006SM
SO-0018198,CU 0100576,4/13/09,
,,,602008
SO-0018200,CU 0101924,4/13/09,
,,,603001
SO-0018201,CU 0100543,4/13/09,
,,,501001
,,,502005
,,,502006XL
,,,602012
,,,804015
,,,602010
,,,601002
,,,804026
SO-0018202,CU 0100964,4/13/09,
,,,509007
SO-0018203,CU 0100595,4/13/09,
,,,502005
SO-0018204,CU 0103920,4/13/09,
,,,804004
,,,302001
SO-0018206,CU 0104439,4/13/09,
,,,502001